Time,Tag,Type,Message,
3.721196,Agent01,I,My message,
3.737313,Agent04,I,My message,
3.737313,Agent03,I,My message,
3.737313,Agent02,I,My message,
3.737313,Agent01,I,My message,
3.754387,Agent04,I,My message,
3.754387,Agent03,I,My message,
3.754387,Agent02,I,My message,
3.754387,Agent01,I,My message,
3.770557,Agent04,I,My message,
3.770557,Agent03,I,My message,
3.770557,Agent02,I,My message,
3.770557,Agent01,I,My message,
3.786901,Agent04,I,My message,
3.786901,Agent03,I,My message,
3.786901,Agent02,I,My message,
3.786901,Agent01,I,My message,
3.803861,Agent04,I,My message,
3.803861,Agent03,I,My message,
3.803861,Agent02,I,My message,
3.803861,Agent01,I,My message,
3.820136,Agent04,I,My message,
3.820136,Agent03,I,My message,
3.820136,Agent02,I,My message,
3.820136,Agent01,I,My message,
3.836597,Agent04,I,My message,
3.836597,Agent03,I,My message,
3.836597,Agent02,I,My message,
3.836597,Agent01,I,My message,
3.853032,Agent04,I,My message,
3.853032,Agent03,I,My message,
3.853032,Agent02,I,My message,
3.853032,Agent01,I,My message,
3.86984,Agent04,I,My message,
3.86984,Agent03,I,My message,
3.86984,Agent02,I,My message,
3.86984,Agent01,I,My message,
3.886532,Agent04,I,My message,
3.886532,Agent03,I,My message,
3.886532,Agent02,I,My message,
3.886532,Agent01,I,My message,
3.903172,Agent04,I,My message,
3.903172,Agent03,I,My message,
3.903172,Agent02,I,My message,
3.903172,Agent01,I,My message,
3.919706,Agent04,I,My message,
3.919706,Agent03,I,My message,
3.919706,Agent02,I,My message,
3.919706,Agent01,I,My message,
3.93645,Agent04,I,My message,
3.93645,Agent03,I,My message,
3.93645,Agent02,I,My message,
3.93645,Agent01,I,My message,
3.952446,Agent04,I,My message,
3.952446,Agent03,I,My message,
3.952446,Agent02,I,My message,
3.952446,Agent01,I,My message,
3.969677,Agent04,I,My message,
3.969677,Agent03,I,My message,
3.969677,Agent02,I,My message,
3.969677,Agent01,I,My message,
3.985875,Agent04,I,My message,
3.985875,Agent03,I,My message,
3.985875,Agent02,I,My message,
3.985875,Agent01,I,My message,
4.002857,Agent04,I,My message,
4.002857,Agent03,I,My message,
4.002857,Agent02,I,My message,
4.002857,Agent01,I,My message,
4.018566,Agent04,I,My message,
4.018566,Agent03,I,My message,
4.018566,Agent02,I,My message,
4.018566,Agent01,I,My message,
4.035685,Agent04,I,My message,
4.035685,Agent03,I,My message,
4.035685,Agent02,I,My message,
4.035685,Agent01,I,My message,
4.052362,Agent04,I,My message,
4.052362,Agent03,I,My message,
4.052362,Agent02,I,My message,
4.052362,Agent01,I,My message,
4.069043,Agent04,I,My message,
4.069043,Agent03,I,My message,
4.069043,Agent02,I,My message,
4.069043,Agent01,I,My message,
4.085694,Agent04,I,My message,
4.085694,Agent03,I,My message,
4.085694,Agent02,I,My message,
4.085694,Agent01,I,My message,
4.101515,Agent04,I,My message,
4.101515,Agent03,I,My message,
4.101515,Agent02,I,My message,
4.101515,Agent01,I,My message,
4.118825,Agent04,I,My message,
4.118825,Agent03,I,My message,
4.118825,Agent02,I,My message,
4.118825,Agent01,I,My message,
4.135133,Agent04,I,My message,
4.135133,Agent03,I,My message,
4.135133,Agent02,I,My message,
4.135133,Agent01,I,My message,
4.151748,Agent04,I,My message,
4.151748,Agent03,I,My message,
4.151748,Agent02,I,My message,
4.151748,Agent01,I,My message,
4.167612,Agent04,I,My message,
4.167612,Agent03,I,My message,
4.167612,Agent02,I,My message,
4.167612,Agent01,I,My message,
4.184214,Agent04,I,My message,
4.184214,Agent03,I,My message,
4.184214,Agent02,I,My message,
4.184214,Agent01,I,My message,
4.200692,Agent04,I,My message,
4.200692,Agent03,I,My message,
4.200692,Agent02,I,My message,
4.200692,Agent01,I,My message,
4.217697,Agent04,I,My message,
4.217697,Agent03,I,My message,
4.217697,Agent02,I,My message,
4.217697,Agent01,I,My message,
4.234234,Agent04,I,My message,
4.234234,Agent03,I,My message,
4.234234,Agent02,I,My message,
4.234234,Agent01,I,My message,
4.251077,Agent04,I,My message,
4.251077,Agent03,I,My message,
4.251077,Agent02,I,My message,
4.251077,Agent01,I,My message,
4.26773,Agent04,I,My message,
4.26773,Agent03,I,My message,
4.26773,Agent02,I,My message,
4.26773,Agent01,I,My message,
4.284298,Agent04,I,My message,
4.284298,Agent03,I,My message,
4.284298,Agent02,I,My message,
4.284298,Agent01,I,My message,
4.301052,Agent04,I,My message,
4.301052,Agent03,I,My message,
4.301052,Agent02,I,My message,
4.301052,Agent01,I,My message,
4.317052,Agent04,I,My message,
4.317052,Agent03,I,My message,
4.317052,Agent02,I,My message,
4.317052,Agent01,I,My message,
4.334233,Agent04,I,My message,
4.334233,Agent03,I,My message,
4.334233,Agent02,I,My message,
4.334233,Agent01,I,My message,
4.350309,Agent04,I,My message,
4.350309,Agent03,I,My message,
4.350309,Agent02,I,My message,
4.350309,Agent01,I,My message,
4.366847,Agent04,I,My message,
4.366847,Agent03,I,My message,
4.366847,Agent02,I,My message,
4.366847,Agent01,I,My message,
4.383677,Agent04,I,My message,
4.383677,Agent03,I,My message,
4.383677,Agent02,I,My message,
4.383677,Agent01,I,My message,
4.40014,Agent04,I,My message,
4.40014,Agent03,I,My message,
4.40014,Agent02,I,My message,
4.40014,Agent01,I,My message,
4.416813,Agent04,I,My message,
4.416813,Agent03,I,My message,
4.416813,Agent02,I,My message,
4.416813,Agent01,I,My message,
4.433458,Agent04,I,My message,
4.433458,Agent03,I,My message,
4.433458,Agent02,I,My message,
4.433458,Agent01,I,My message,
4.44958,Agent04,I,My message,
4.44958,Agent03,I,My message,
4.44958,Agent02,I,My message,
4.44958,Agent01,I,My message,
4.466744,Agent04,I,My message,
4.466744,Agent03,I,My message,
4.466744,Agent02,I,My message,
4.466744,Agent01,I,My message,
4.482843,Agent04,I,My message,
4.482843,Agent03,I,My message,
4.482843,Agent02,I,My message,
4.482843,Agent01,I,My message,
4.499646,Agent04,I,My message,
4.499646,Agent03,I,My message,
4.499646,Agent02,I,My message,
4.499646,Agent01,I,My message,
4.516875,Agent04,I,My message,
4.516875,Agent03,I,My message,
4.516875,Agent02,I,My message,
4.516875,Agent01,I,My message,
4.532997,Agent04,I,My message,
4.532997,Agent03,I,My message,
4.532997,Agent02,I,My message,
4.532997,Agent01,I,My message,
4.549514,Agent04,I,My message,
4.549514,Agent03,I,My message,
4.549514,Agent02,I,My message,
4.549514,Agent01,I,My message,
4.566836,Agent04,I,My message,
4.566836,Agent03,I,My message,
4.566836,Agent02,I,My message,
4.566836,Agent01,I,My message,
4.582907,Agent04,I,My message,
4.582907,Agent03,I,My message,
4.582907,Agent02,I,My message,
4.582907,Agent01,I,My message,
4.599936,Agent04,I,My message,
4.599936,Agent03,I,My message,
4.599936,Agent02,I,My message,
4.599936,Agent01,I,My message,
4.616555,Agent04,I,My message,
4.616555,Agent03,I,My message,
4.616555,Agent02,I,My message,
4.616555,Agent01,I,My message,
4.63321,Agent04,I,My message,
4.63321,Agent03,I,My message,
4.63321,Agent02,I,My message,
4.63321,Agent01,I,My message,
4.64917,Agent04,I,My message,
4.64917,Agent03,I,My message,
4.64917,Agent02,I,My message,
4.64917,Agent01,I,My message,
4.665847,Agent04,I,My message,
4.665847,Agent03,I,My message,
4.665847,Agent02,I,My message,
4.665847,Agent01,I,My message,
4.68266,Agent04,I,My message,
4.68266,Agent03,I,My message,
4.68266,Agent02,I,My message,
4.68266,Agent01,I,My message,
4.699053,Agent04,I,My message,
4.699053,Agent03,I,My message,
4.699053,Agent02,I,My message,
4.699053,Agent01,I,My message,
4.715725,Agent04,I,My message,
4.715725,Agent03,I,My message,
4.715725,Agent02,I,My message,
4.715725,Agent01,I,My message,
4.732314,Agent04,I,My message,
4.732314,Agent03,I,My message,
4.732314,Agent02,I,My message,
4.732314,Agent01,I,My message,
4.748931,Agent04,I,My message,
4.748931,Agent03,I,My message,
4.748931,Agent02,I,My message,
4.748931,Agent01,I,My message,
4.765602,Agent04,I,My message,
4.765602,Agent03,I,My message,
4.765602,Agent02,I,My message,
4.765602,Agent01,I,My message,
4.78168,Agent04,I,My message,
4.78168,Agent03,I,My message,
4.78168,Agent02,I,My message,
4.78168,Agent01,I,My message,
4.798551,Agent04,I,My message,
4.798551,Agent03,I,My message,
4.798551,Agent02,I,My message,
4.798551,Agent01,I,My message,
4.814999,Agent04,I,My message,
4.814999,Agent03,I,My message,
4.814999,Agent02,I,My message,
4.814999,Agent01,I,My message,
4.831429,Agent04,I,My message,
4.831429,Agent03,I,My message,
4.831429,Agent02,I,My message,
4.831429,Agent01,I,My message,
4.847826,Agent04,I,My message,
4.847826,Agent03,I,My message,
4.847826,Agent02,I,My message,
4.847826,Agent01,I,My message,
4.864228,Agent04,I,My message,
4.864228,Agent03,I,My message,
4.864228,Agent02,I,My message,
4.864228,Agent01,I,My message,
4.881247,Agent04,I,My message,
4.881247,Agent03,I,My message,
4.881247,Agent02,I,My message,
4.881247,Agent01,I,My message,
4.898237,Agent04,I,My message,
4.898237,Agent03,I,My message,
4.898237,Agent02,I,My message,
4.898237,Agent01,I,My message,
4.914352,Agent04,I,My message,
4.914352,Agent03,I,My message,
4.914352,Agent02,I,My message,
4.914352,Agent01,I,My message,
4.930517,Agent04,I,My message,
4.930517,Agent03,I,My message,
4.930517,Agent02,I,My message,
4.930517,Agent01,I,My message,
4.947578,Agent04,I,My message,
4.947578,Agent03,I,My message,
4.947578,Agent02,I,My message,
4.947578,Agent01,I,My message,
4.964398,Agent04,I,My message,
4.964398,Agent03,I,My message,
4.964398,Agent02,I,My message,
4.964398,Agent01,I,My message,
4.981088,Agent04,I,My message,
4.981088,Agent03,I,My message,
4.981088,Agent02,I,My message,
4.981088,Agent01,I,My message,
4.997197,Agent04,I,My message,
4.997197,Agent03,I,My message,
4.997197,Agent02,I,My message,
4.997197,Agent01,I,My message,
5.013697,Agent04,I,My message,
5.013697,Agent03,I,My message,
5.013697,Agent02,I,My message,
5.013697,Agent01,I,My message,
5.030594,Agent04,I,My message,
5.030594,Agent03,I,My message,
5.030594,Agent02,I,My message,
5.030594,Agent01,I,My message,
5.046586,Agent04,I,My message,
5.046586,Agent03,I,My message,
5.046586,Agent02,I,My message,
5.046586,Agent01,I,My message,
5.063748,Agent04,I,My message,
5.063748,Agent03,I,My message,
5.063748,Agent02,I,My message,
5.063748,Agent01,I,My message,
5.080408,Agent04,I,My message,
5.080408,Agent03,I,My message,
5.080408,Agent02,I,My message,
5.080408,Agent01,I,My message,
5.097083,Agent04,I,My message,
5.097083,Agent03,I,My message,
5.097083,Agent02,I,My message,
5.097083,Agent01,I,My message,
5.112951,Agent04,I,My message,
5.112951,Agent03,I,My message,
5.112951,Agent02,I,My message,
5.112951,Agent01,I,My message,
5.130232,Agent04,I,My message,
5.130232,Agent03,I,My message,
5.130232,Agent02,I,My message,
5.130232,Agent01,I,My message,
5.146158,Agent04,I,My message,
5.146158,Agent03,I,My message,
5.146158,Agent02,I,My message,
5.146158,Agent01,I,My message,
5.16336,Agent04,I,My message,
5.16336,Agent03,I,My message,
5.16336,Agent02,I,My message,
5.16336,Agent01,I,My message,
5.179131,Agent04,I,My message,
5.179131,Agent03,I,My message,
5.179131,Agent02,I,My message,
5.179131,Agent01,I,My message,
5.195646,Agent04,I,My message,
5.195646,Agent03,I,My message,
5.195646,Agent02,I,My message,
5.195646,Agent01,I,My message,
5.213073,Agent04,I,My message,
5.213073,Agent03,I,My message,
5.213073,Agent02,I,My message,
5.213073,Agent01,I,My message,
5.229115,Agent04,I,My message,
5.229115,Agent03,I,My message,
5.229115,Agent02,I,My message,
5.229115,Agent01,I,My message,
5.246334,Agent04,I,My message,
5.246334,Agent03,I,My message,
5.246334,Agent02,I,My message,
5.246334,Agent01,I,My message,
5.262269,Agent04,I,My message,
5.262269,Agent03,I,My message,
5.262269,Agent02,I,My message,
5.262269,Agent01,I,My message,
5.278477,Agent04,I,My message,
5.278477,Agent03,I,My message,
5.278477,Agent02,I,My message,
5.278477,Agent01,I,My message,
5.295951,Agent04,I,My message,
5.295951,Agent03,I,My message,
5.295951,Agent02,I,My message,
5.295951,Agent01,I,My message,
5.312305,Agent04,I,My message,
5.312305,Agent03,I,My message,
5.312305,Agent02,I,My message,
5.312305,Agent01,I,My message,
5.328522,Agent04,I,My message,
5.328522,Agent03,I,My message,
5.328522,Agent02,I,My message,
5.328522,Agent01,I,My message,
5.345627,Agent04,I,My message,
5.345627,Agent03,I,My message,
5.345627,Agent02,I,My message,
5.345627,Agent01,I,My message,
5.361678,Agent04,I,My message,
5.361678,Agent03,I,My message,
5.361678,Agent02,I,My message,
5.361678,Agent01,I,My message,
5.377987,Agent04,I,My message,
5.377987,Agent03,I,My message,
5.377987,Agent02,I,My message,
5.377987,Agent01,I,My message,
5.394974,Agent04,I,My message,
5.394974,Agent03,I,My message,
5.394974,Agent02,I,My message,
5.394974,Agent01,I,My message,
5.411659,Agent04,I,My message,
5.411659,Agent03,I,My message,
5.411659,Agent02,I,My message,
5.411659,Agent01,I,My message,
5.428265,Agent04,I,My message,
5.428265,Agent03,I,My message,
5.428265,Agent02,I,My message,
5.428265,Agent01,I,My message,
5.444132,Agent04,I,My message,
5.444132,Agent03,I,My message,
5.444132,Agent02,I,My message,
5.444132,Agent01,I,My message,
5.461556,Agent04,I,My message,
5.461556,Agent03,I,My message,
5.461556,Agent02,I,My message,
5.461556,Agent01,I,My message,
5.477607,Agent04,I,My message,
5.477607,Agent03,I,My message,
5.477607,Agent02,I,My message,
5.477607,Agent01,I,My message,
5.494113,Agent04,I,My message,
5.494113,Agent03,I,My message,
5.494113,Agent02,I,My message,
5.494113,Agent01,I,My message,
5.510503,Agent04,I,My message,
5.510503,Agent03,I,My message,
5.510503,Agent02,I,My message,
5.510503,Agent01,I,My message,
5.526886,Agent04,I,My message,
5.526886,Agent03,I,My message,
5.526886,Agent02,I,My message,
5.526886,Agent01,I,My message,
5.543637,Agent04,I,My message,
5.543637,Agent03,I,My message,
5.543637,Agent02,I,My message,
5.543637,Agent01,I,My message,
5.560896,Agent04,I,My message,
5.560896,Agent03,I,My message,
5.560896,Agent02,I,My message,
5.560896,Agent01,I,My message,
5.577046,Agent04,I,My message,
5.577046,Agent03,I,My message,
5.577046,Agent02,I,My message,
5.577046,Agent01,I,My message,
5.594144,Agent04,I,My message,
5.594144,Agent03,I,My message,
5.594144,Agent02,I,My message,
5.594144,Agent01,I,My message,
5.610327,Agent04,I,My message,
5.610327,Agent03,I,My message,
5.610327,Agent02,I,My message,
5.610327,Agent01,I,My message,
5.626964,Agent04,I,My message,
5.626964,Agent03,I,My message,
5.626964,Agent02,I,My message,
5.626964,Agent01,I,My message,
5.64287,Agent04,I,My message,
5.64287,Agent03,I,My message,
5.64287,Agent02,I,My message,
5.64287,Agent01,I,My message,
5.660405,Agent04,I,My message,
5.660405,Agent03,I,My message,
5.660405,Agent02,I,My message,
5.660405,Agent01,I,My message,
5.676684,Agent04,I,My message,
5.676684,Agent03,I,My message,
5.676684,Agent02,I,My message,
5.676684,Agent01,I,My message,
5.693399,Agent04,I,My message,
5.693399,Agent03,I,My message,
5.693399,Agent02,I,My message,
5.693399,Agent01,I,My message,
5.709444,Agent04,I,My message,
5.709444,Agent03,I,My message,
5.709444,Agent02,I,My message,
5.709444,Agent01,I,My message,
5.725913,Agent04,I,My message,
5.725913,Agent03,I,My message,
5.725913,Agent02,I,My message,
5.725913,Agent01,I,My message,
5.742691,Agent04,I,My message,
5.742691,Agent03,I,My message,
5.742691,Agent02,I,My message,
5.742691,Agent01,I,My message,
5.759324,Agent04,I,My message,
5.759324,Agent03,I,My message,
5.759324,Agent02,I,My message,
5.759324,Agent01,I,My message,
5.775772,Agent04,I,My message,
5.775772,Agent03,I,My message,
5.775772,Agent02,I,My message,
5.775772,Agent01,I,My message,
5.792354,Agent04,I,My message,
5.792354,Agent03,I,My message,
5.792354,Agent02,I,My message,
5.792354,Agent01,I,My message,
5.808506,Agent04,I,My message,
5.808506,Agent03,I,My message,
5.808506,Agent02,I,My message,
5.808506,Agent01,I,My message,
5.825627,Agent04,I,My message,
5.825627,Agent03,I,My message,
5.825627,Agent02,I,My message,
5.825627,Agent01,I,My message,
5.841755,Agent04,I,My message,
5.841755,Agent03,I,My message,
5.841755,Agent02,I,My message,
5.841755,Agent01,I,My message,
5.858901,Agent04,I,My message,
5.858901,Agent03,I,My message,
5.858901,Agent02,I,My message,
5.858901,Agent01,I,My message,
5.874888,Agent04,I,My message,
5.874888,Agent03,I,My message,
5.874888,Agent02,I,My message,
5.874888,Agent01,I,My message,
5.891927,Agent04,I,My message,
5.891927,Agent03,I,My message,
5.891927,Agent02,I,My message,
5.891927,Agent01,I,My message,
5.908617,Agent04,I,My message,
5.908617,Agent03,I,My message,
5.908617,Agent02,I,My message,
5.908617,Agent01,I,My message,
5.924639,Agent04,I,My message,
5.924639,Agent03,I,My message,
5.924639,Agent02,I,My message,
5.924639,Agent01,I,My message,
5.942037,Agent04,I,My message,
5.942037,Agent03,I,My message,
5.942037,Agent02,I,My message,
5.942037,Agent01,I,My message,
5.95803,Agent04,I,My message,
5.95803,Agent03,I,My message,
5.95803,Agent02,I,My message,
5.95803,Agent01,I,My message,
5.975151,Agent04,I,My message,
5.975151,Agent03,I,My message,
5.975151,Agent02,I,My message,
5.975151,Agent01,I,My message,
5.991377,Agent04,I,My message,
5.991377,Agent03,I,My message,
5.991377,Agent02,I,My message,
5.991377,Agent01,I,My message,
6.008072,Agent04,I,My message,
6.008072,Agent03,I,My message,
6.008072,Agent02,I,My message,
6.008072,Agent01,I,My message,
6.024763,Agent04,I,My message,
6.024763,Agent03,I,My message,
6.024763,Agent02,I,My message,
6.024763,Agent01,I,My message,
6.040534,Agent04,I,My message,
6.040534,Agent03,I,My message,
6.040534,Agent02,I,My message,
6.040534,Agent01,I,My message,
6.058083,Agent04,I,My message,
6.058083,Agent03,I,My message,
6.058083,Agent02,I,My message,
6.058083,Agent01,I,My message,
6.074144,Agent04,I,My message,
6.074144,Agent03,I,My message,
6.074144,Agent02,I,My message,
6.074144,Agent01,I,My message,
6.090749,Agent04,I,My message,
6.090749,Agent03,I,My message,
6.090749,Agent02,I,My message,
6.090749,Agent01,I,My message,
6.106637,Agent04,I,My message,
6.106637,Agent03,I,My message,
6.106637,Agent02,I,My message,
6.106637,Agent01,I,My message,
6.124012,Agent04,I,My message,
6.124012,Agent03,I,My message,
6.124012,Agent02,I,My message,
6.124012,Agent01,I,My message,
6.140582,Agent04,I,My message,
6.140582,Agent03,I,My message,
6.140582,Agent02,I,My message,
6.140582,Agent01,I,My message,
6.156363,Agent04,I,My message,
6.156363,Agent03,I,My message,
6.156363,Agent02,I,My message,
6.156363,Agent01,I,My message,
6.173914,Agent04,I,My message,
6.173914,Agent03,I,My message,
6.173914,Agent02,I,My message,
6.173914,Agent01,I,My message,
6.189633,Agent04,I,My message,
6.189633,Agent03,I,My message,
6.189633,Agent02,I,My message,
6.189633,Agent01,I,My message,
6.206566,Agent04,I,My message,
6.206566,Agent03,I,My message,
6.206566,Agent02,I,My message,
6.206566,Agent01,I,My message,
6.222706,Agent04,I,My message,
6.222706,Agent03,I,My message,
6.222706,Agent02,I,My message,
6.222706,Agent01,I,My message,
6.240053,Agent04,I,My message,
6.240053,Agent03,I,My message,
6.240053,Agent02,I,My message,
6.240053,Agent01,I,My message,
6.255863,Agent04,I,My message,
6.255863,Agent03,I,My message,
6.255863,Agent02,I,My message,
6.255863,Agent01,I,My message,
6.273312,Agent04,I,My message,
6.273312,Agent03,I,My message,
6.273312,Agent02,I,My message,
6.273312,Agent01,I,My message,
6.288906,Agent04,I,My message,
6.288906,Agent03,I,My message,
6.288906,Agent02,I,My message,
6.288906,Agent01,I,My message,
6.306501,Agent04,I,My message,
6.306501,Agent03,I,My message,
6.306501,Agent02,I,My message,
6.306501,Agent01,I,My message,
6.322698,Agent04,I,My message,
6.322698,Agent03,I,My message,
6.322698,Agent02,I,My message,
6.322698,Agent01,I,My message,
6.338951,Agent04,I,My message,
6.338951,Agent03,I,My message,
6.338951,Agent02,I,My message,
6.338951,Agent01,I,My message,
6.355959,Agent04,I,My message,
6.355959,Agent03,I,My message,
6.355959,Agent02,I,My message,
6.355959,Agent01,I,My message,
6.372691,Agent04,I,My message,
6.372691,Agent03,I,My message,
6.372691,Agent02,I,My message,
6.372691,Agent01,I,My message,
6.389265,Agent04,I,My message,
6.389265,Agent03,I,My message,
6.389265,Agent02,I,My message,
6.389265,Agent01,I,My message,
6.405336,Agent04,I,My message,
6.405336,Agent03,I,My message,
6.405336,Agent02,I,My message,
6.405336,Agent01,I,My message,
6.421954,Agent04,I,My message,
6.421954,Agent03,I,My message,
6.421954,Agent02,I,My message,
6.421954,Agent01,I,My message,
6.43865,Agent04,I,My message,
6.43865,Agent03,I,My message,
6.43865,Agent02,I,My message,
6.43865,Agent01,I,My message,
6.455258,Agent04,I,My message,
6.455258,Agent03,I,My message,
6.455258,Agent02,I,My message,
6.455258,Agent01,I,My message,
6.471902,Agent04,I,My message,
6.471902,Agent03,I,My message,
6.471902,Agent02,I,My message,
6.471902,Agent01,I,My message,
6.487877,Agent04,I,My message,
6.487877,Agent03,I,My message,
6.487877,Agent02,I,My message,
6.487877,Agent01,I,My message,
6.504531,Agent04,I,My message,
6.504531,Agent03,I,My message,
6.504531,Agent02,I,My message,
6.504531,Agent01,I,My message,
6.521131,Agent04,I,My message,
6.521131,Agent03,I,My message,
6.521131,Agent02,I,My message,
6.521131,Agent01,I,My message,
6.537814,Agent04,I,My message,
6.537814,Agent03,I,My message,
6.537814,Agent02,I,My message,
6.537814,Agent01,I,My message,
6.554553,Agent04,I,My message,
6.554553,Agent03,I,My message,
6.554553,Agent02,I,My message,
6.554553,Agent01,I,My message,
6.570631,Agent04,I,My message,
6.570631,Agent03,I,My message,
6.570631,Agent02,I,My message,
6.570631,Agent01,I,My message,
6.587937,Agent04,I,My message,
6.587937,Agent03,I,My message,
6.587937,Agent02,I,My message,
6.587937,Agent01,I,My message,
6.604571,Agent04,I,My message,
6.604571,Agent03,I,My message,
6.604571,Agent02,I,My message,
6.604571,Agent01,I,My message,
6.621177,Agent04,I,My message,
6.621177,Agent03,I,My message,
6.621177,Agent02,I,My message,
6.621177,Agent01,I,My message,
6.637816,Agent04,I,My message,
6.637816,Agent03,I,My message,
6.637816,Agent02,I,My message,
6.637816,Agent01,I,My message,
6.653947,Agent04,I,My message,
6.653947,Agent03,I,My message,
6.653947,Agent02,I,My message,
6.653947,Agent01,I,My message,
6.669958,Agent04,I,My message,
6.669958,Agent03,I,My message,
6.669958,Agent02,I,My message,
6.669958,Agent01,I,My message,
6.687131,Agent04,I,My message,
6.687131,Agent03,I,My message,
6.687131,Agent02,I,My message,
6.687131,Agent01,I,My message,
6.703801,Agent04,I,My message,
6.703801,Agent03,I,My message,
6.703801,Agent02,I,My message,
6.703801,Agent01,I,My message,
6.720489,Agent04,I,My message,
6.720489,Agent03,I,My message,
6.720489,Agent02,I,My message,
6.720489,Agent01,I,My message,
6.737185,Agent04,I,My message,
6.737185,Agent03,I,My message,
6.737185,Agent02,I,My message,
6.737185,Agent01,I,My message,
6.753879,Agent04,I,My message,
6.753879,Agent03,I,My message,
6.753879,Agent02,I,My message,
6.753879,Agent01,I,My message,
6.77556,Agent04,I,My message,
6.77556,Agent03,I,My message,
6.77556,Agent02,I,My message,
6.77556,Agent01,I,My message,
6.793157,Agent04,I,My message,
6.793157,Agent03,I,My message,
6.793157,Agent02,I,My message,
6.793157,Agent01,I,My message,
6.809777,Agent04,I,My message,
6.809777,Agent03,I,My message,
6.809777,Agent02,I,My message,
6.809777,Agent01,I,My message,
6.82589,Agent04,I,My message,
6.82589,Agent03,I,My message,
6.82589,Agent02,I,My message,
6.82589,Agent01,I,My message,
6.842489,Agent04,I,My message,
6.842489,Agent03,I,My message,
6.842489,Agent02,I,My message,
6.842489,Agent01,I,My message,
6.859255,Agent04,I,My message,
6.859255,Agent03,I,My message,
6.859255,Agent02,I,My message,
6.859255,Agent01,I,My message,
6.875761,Agent04,I,My message,
6.875761,Agent03,I,My message,
6.875761,Agent02,I,My message,
6.875761,Agent01,I,My message,
6.892046,Agent04,I,My message,
6.892046,Agent03,I,My message,
6.892046,Agent02,I,My message,
6.892046,Agent01,I,My message,
6.908922,Agent04,I,My message,
6.908922,Agent03,I,My message,
6.908922,Agent02,I,My message,
6.908922,Agent01,I,My message,
6.925533,Agent04,I,My message,
6.925533,Agent03,I,My message,
6.925533,Agent02,I,My message,
6.925533,Agent01,I,My message,
6.941529,Agent04,I,My message,
6.941529,Agent03,I,My message,
6.941529,Agent02,I,My message,
6.941529,Agent01,I,My message,
6.958866,Agent04,I,My message,
6.958866,Agent03,I,My message,
6.958866,Agent02,I,My message,
6.958866,Agent01,I,My message,
6.974656,Agent04,I,My message,
6.974656,Agent03,I,My message,
6.974656,Agent02,I,My message,
6.974656,Agent01,I,My message,
6.991453,Agent04,I,My message,
6.991453,Agent03,I,My message,
6.991453,Agent02,I,My message,
6.991453,Agent01,I,My message,
7.008332,Agent04,I,My message,
7.008332,Agent03,I,My message,
7.008332,Agent02,I,My message,
7.008332,Agent01,I,My message,
7.02455,Agent04,I,My message,
7.02455,Agent03,I,My message,
7.02455,Agent02,I,My message,
7.02455,Agent01,I,My message,
7.041399,Agent04,I,My message,
7.041399,Agent03,I,My message,
7.041399,Agent02,I,My message,
7.041399,Agent01,I,My message,
7.057752,Agent04,I,My message,
7.057752,Agent03,I,My message,
7.057752,Agent02,I,My message,
7.057752,Agent01,I,My message,
7.074432,Agent04,I,My message,
7.074432,Agent03,I,My message,
7.074432,Agent02,I,My message,
7.074432,Agent01,I,My message,
7.091044,Agent04,I,My message,
7.091044,Agent03,I,My message,
7.091044,Agent02,I,My message,
7.091044,Agent01,I,My message,
7.107587,Agent04,I,My message,
7.107587,Agent03,I,My message,
7.107587,Agent02,I,My message,
7.107587,Agent01,I,My message,
7.124363,Agent04,I,My message,
7.124363,Agent03,I,My message,
7.124363,Agent02,I,My message,
7.124363,Agent01,I,My message,
7.140098,Agent04,I,My message,
7.140098,Agent03,I,My message,
7.140098,Agent02,I,My message,
7.140098,Agent01,I,My message,
7.157653,Agent04,I,My message,
7.157653,Agent03,I,My message,
7.157653,Agent02,I,My message,
7.157653,Agent01,I,My message,
7.173709,Agent04,I,My message,
7.173709,Agent03,I,My message,
7.173709,Agent02,I,My message,
7.173709,Agent01,I,My message,
7.190711,Agent04,I,My message,
7.190711,Agent03,I,My message,
7.190711,Agent02,I,My message,
7.190711,Agent01,I,My message,
7.206932,Agent04,I,My message,
7.206932,Agent03,I,My message,
7.206932,Agent02,I,My message,
7.206932,Agent01,I,My message,
7.223675,Agent04,I,My message,
7.223675,Agent03,I,My message,
7.223675,Agent02,I,My message,
7.223675,Agent01,I,My message,
7.240307,Agent04,I,My message,
7.240307,Agent03,I,My message,
7.240307,Agent02,I,My message,
7.240307,Agent01,I,My message,
7.257052,Agent04,I,My message,
7.257052,Agent03,I,My message,
7.257052,Agent02,I,My message,
7.257052,Agent01,I,My message,
7.272939,Agent04,I,My message,
7.272939,Agent03,I,My message,
7.272939,Agent02,I,My message,
7.272939,Agent01,I,My message,
7.2902,Agent04,I,My message,
7.2902,Agent03,I,My message,
7.2902,Agent02,I,My message,
7.2902,Agent01,I,My message,
7.306041,Agent04,I,My message,
7.306041,Agent03,I,My message,
7.306041,Agent02,I,My message,
7.306041,Agent01,I,My message,
7.322973,Agent04,I,My message,
7.322973,Agent03,I,My message,
7.322973,Agent02,I,My message,
7.322973,Agent01,I,My message,
7.339566,Agent04,I,My message,
7.339566,Agent03,I,My message,
7.339566,Agent02,I,My message,
7.339566,Agent01,I,My message,
7.35627,Agent04,I,My message,
